codeCPV_2,codeCPV_FR
90000000,"Services d'évacuation des eaux usées et d'élimination des déchets, services d'hygiénisation et services relatifs à l'environnement"
90400000,Services des eaux usées
90410000,Services de collecte des eaux usées
90420000,Services de traitement des eaux usées
90430000,Services d'élimination des eaux usées
90440000,Services de traitement pour puisards
90450000,Services de traitement pour fosses septiques
90460000,Services de vidange de puisards ou de fosses septiques
90470000,Services de curage des égouts
90480000,Service de gestion du réseau d'assainissement
90481000,Exploitation d'une station de traitement des eaux d'égout
90490000,Services d'inspection des égouts et services de conseil en matière de traitement des eaux usées
90491000,Services d'inspection des égouts
90492000,Services de conseil en traitement des eaux usées
90500000,Services liés aux déchets et aux ordures
90510000,Élimination et traitement des ordures
90511000,Services de collecte des ordures
90511100,Services de collecte de déchets solides urbains
90511200,Services de collecte des ordures ménagères
90511300,Services de collecte des déchets sauvages
90511400,Services de collecte du papier
90512000,Services de transport des ordures ménagères
90513000,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux
90513100,Services d'élimination des ordures ménagères
90513200,Services d'élimination de déchets solides urbains
90513300,Services d'incinération des ordures ménagères
90513400,Services d'évacuation de cendres
90513500,Traitement et évacuation de résidus liquides
90513600,Services d'élimination des boues
90513700,Services de transport des boues
90513800,Services de traitement des boues
90513900,Services d'évacuation des boues
90514000,Services de recyclage des ordures ménagères
90520000,"Services relatifs aux déchets radioactifs, toxiques, médicaux et dangereux"
90521000,Services de traitement des déchets radioactifs
90521100,Collecte de déchets radioactifs
90521200,Services de stockage des déchets radioactifs
90521300,Élimination de déchets radioactifs
90521400,Transport de déchets radioactifs
90521410,Transport de déchets radioactifs de faible activité
90521420,Transport de déchets radioactifs d'activité intermédiaire
90521500,Colis de déchets radioactifs
90521510,Colis de déchets radioactifs de faible activité
90521520,Colis de déchets radioactifs d'activité intermédiaire
90522000,Services concernant les sols contaminés
90522100,Enlèvement de sols contaminés
90522200,Élimination de sols contaminés
90522300,Services de traitement de sols contaminés
90522400,Nettoyage et traitement du sol
90523000,"Services d'élimination de déchets toxiques, excepté déchets radioactifs et sols contaminés"
90523100,Services d'élimination d'armes et de munitions
90523200,Services de neutralisation des bombes
90523300,Services de dragage de mines
90524000,Services relatifs aux déchets médicaux
90524100,Services de collecte de déchets hospitaliers
90524200,Services d'élimination de déchets hospitaliers
90524300,Services d'enlèvement de déchets biologiques
90524400,"Services de collecte, de transport et d'élimination de déchets hospitaliers"
90530000,Exploitation d'une décharge
90531000,Services de gestion de décharges contrôlées
90532000,Services de gestion de terrils de charbon
90533000,Services de gestion de décharges
90600000,"Services de propreté et d'hygiénisation en milieu urbain ou rural, et services connexes"
90610000,Services de voirie et services de balayage des rues
90611000,Services de voirie
90612000,Services de balayage des rues
90620000,Services de déneigement
90630000,Services de déverglaçage
90640000,Services de nettoyage et de vidange des avaloirs
90641000,Services de nettoyage des avaloirs
90642000,Services de vidange des avaloirs
90650000,Services de désamiantage
90660000,Services d'enlèvement du plomb
90670000,Services de désinfection et désinfestation en milieu rural ou urbain
90680000,Services de nettoyage de plages
90690000,Services d'enlèvement des graffitis
90700000,Services relatifs à l'environnement
90710000,Gestion environnementale
90711000,Évaluation de l'impact sur l'environnement autre que pour la construction
90711100,Évaluation des risques et dangers autre que pour la construction
90711200,Normes environnementales autres que pour la construction
90711300,Analyse des indicateurs environnementaux autres que pour la construction
90711400,Services d'évaluation de l'impact sur l'environnement (EIA) autres que pour la construction
90711500,Surveillance de l'environnement autre que pour la construction
90712000,Planification environnementale
90712100,Planification de la mise en valeur de l'environnement urbain
90712200,Planification de la stratégie de conservation de la forêt
90712300,Planification de la stratégie de conservation maritime
